artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
Re:[問卦]所以打疫苗在台灣到底是什麼風向,2021/05/12,09:50:22,https://www.ptt.cc/bbs/Gossiping/M.1620813024.A.806.html,l42857,Gossiping,3,0,1,"別人的風向我不知道，

但四趴五毛有兩個事實：
1.覺的台灣現在的疫苗不安全
2.認為台灣不進口支那疫苗是個錯誤

綜合起來，
就是四趴五毛就是要打柯腥疫苗，
國內乾脆開放登記進口，
看有多少四趴五毛真的會打詛國疝液。

"
Re:[問卦]為什麼八卦板對中國的風向愈來愈友善?,2021/05/12,15:55:49,https://www.ptt.cc/bbs/Gossiping/M.1620834951.A.4B1.html,owo0204,Gossiping,7,1,4,"啊就對岸有在買公關公司啊

不是自己養的五毛
是買台灣的公關公司叫他們上來洗

比較看不出來 因為本來就是台灣人

加上最原始的3000英靈
目前沒什麼放資源在這

所以會有風向突然很奇怪的感覺

"
Re:[問卦]為什麼八卦板對中國的風向愈來愈友善?,2021/05/12,16:10:37,https://www.ptt.cc/bbs/Gossiping/M.1620835840.A.CC6.html,bill0205,Gossiping,15,6,1,"PTT有五毛駐軍很意外嗎
不是從以前到現在都有??
台灣數一數二大的論壇 紅共不會想滲透?


是說 2016以前都在罵KMT黨工 怎樣怎樣
有印象有篇文章說過 (忘了是在哪裡看到
籃網軍程度少綠網軍程度一級
不是沒有 而是當時綠的網軍資源沒有比KMT還多 (KMT當時執政)
現在KMT網軍幾乎都殲滅了 連當時最深藍的政黑都攻破不知道多久了
然後換成綠網軍囂張



奇怪 怎麼一堆人開始雙重標準了?




喔對了 我藍綠白紅黃黑都沒支持
要抹成什麼顏色隨便那些紅共綠共白共藍共好了



言歸正傳

討厭中共依然存在阿
只是討論台灣內部議題誰管你中共
難道要像中共一樣 內政問題解決不了 拿仇視台灣 仇視日本來轉移焦點嗎
而且中共那些蠻橫行為是一天兩天的事情?
"
[問卦]網軍停電怎麼上班,2021/05/13,18:26:14,https://www.ptt.cc/bbs/Gossiping/M.1620930376.A.07F.html,kl2991,Gossiping,3,2,0,"如題
製圖院網軍停電怎麼上班？
哦忘惹製圖院是H
所以網軍是臺灣經濟的火車頭嗎
有卦？
小妹好奇嚕
-
Sent from JPTT on my iPhone
"
[問卦]螞蟻484比蟑螂更難處理啊,2021/05/13,22:32:37,https://www.ptt.cc/bbs/Gossiping/M.1620945159.A.26E.html,ginopun10477,Gossiping,12,5,0,"蟑螂通常殺完就沒了 環境弄好一點就沒事 螞蟻就是有天莫名其妙搬進你家 然後殺不完 目前用藥感覺短期內也是沒法根治 螞蟻比蟑螂還要機掰吧 有沒有八卦

-
Sent from JPTT on my Samsung SM-J610G.
"
[問卦]蟑螂早安~有沒有蟑螂起床第一件事的八卦?,2021/05/13,22:40:10,https://www.ptt.cc/bbs/Gossiping/M.1620945613.A.203.html,autokey,Gossiping,9,0,1,"蟑螂早安~

今天又是不用不用
風光明媚可愛的一天

希望各位蟑螂平安喜樂

只要有領錢工作是上PTT的各位都不是

各位辛苦了!!

記得吃早餐喔~

有沒有蟑螂起床第一件是做什麼的八卦?"
[問卦]世界各國網軍pk帶風向，誰能得第一？,2021/05/14,02:07:35,https://www.ptt.cc/bbs/Gossiping/M.1620958057.A.CA8.html,ccyaztfe,Gossiping,75,42,0,"如題

我說的這個網軍不是駭客、資安之類的

是指帶風向、發新聞、宣傳等等洗腦民眾的

中國有很出名的五毛

不過如今台灣的網軍、製圖小組表現也是很精彩


大家覺得世界各國網軍如果比賽，看誰最會帶風向，能夠讓最多民眾相信

誰會是第一名呢？
-
Sent from JPTT on my iPhone
"
[問卦]蟑螂是不是都該死全家,2021/05/14,03:03:00,https://www.ptt.cc/bbs/Gossiping/M.1620961382.A.60F.html,show282,Gossiping,40,20,0,"如題，這幾天疫情這樣爆

長期潛伏在台灣的蟑螂們

是不是都被這波消毒殺死了



祝這些平常吃香喝辣的蟑螂們

不得好死，死全家，斷子絕孫
https://i.imgur.com/qUkJpWK.jpg
附上蟑螂死全家的圖

"
Re:[問卦]蟑螂是不是都該死全家,2021/05/14,03:08:29,https://www.ptt.cc/bbs/Gossiping/M.1620961712.A.052.html,autokey,Gossiping,5,1,1,":

誤導上層輿情判斷
蟑螂真的是國家的亂源
被蟑螂蒙蔽不意外

整個國家被蟑螂牽著鼻子走
不然就是原地踏步一事無成

台灣真的會被蟑螂害慘慘慘"
[問卦]消毒的話蟑螂會跑出來嗎？,2021/05/14,03:23:06,https://www.ptt.cc/bbs/Gossiping/M.1620962590.A.965.html,lso5566,Gossiping,9,5,0,"今天北部蠻多地方都在消毒啦

那這些消毒會讓蟑螂到處跑嘛

還是針對病毒 蟑螂無感這樣

不然蟑螂飛起來好可怕喔
-
Sent from JPTT on my iPhone
"
[問卦]跳電缺水疫情勞工蟑螂超買？,2021/05/14,04:26:32,https://www.ptt.cc/bbs/Gossiping/M.1620966395.A.8DD.html,a520,Gossiping,4,2,0,"現在台灣非常恐怖

發生什麼事第一時間就是要抓戰犯 抓造謠

因為不可告人所以告人

不是走私  是超買
不是缺水  是限量用水
不是公子買毒品  是對方誤送
不是缺電  是輪流用電
不是超時 是加班
不是蟑螂 是小編
不是假博士 是1.5個博士
不是假論文 是社群網站認證的真博士
不是染疫 是疑似染疫
不是外遇 是租屋

你敢講左邊的   就是造謠

感覺回到白色恐怖了是不是？

現在是綠色恐怖嗎？！！！！

反對綠色就是異己就是蟑螂邏輯：中共同路人 1450 9.2 4%仔 還在崩

怕.jpg









-
Sent from JPTT on my Samsung SM-G970F.
"
[問卦]現在是故意把風向推給獅子王華航類？,2021/05/14,07:03:07,https://www.ptt.cc/bbs/Gossiping/M.1620975789.A.795.html,com2,Gossiping,13,4,2,"小妹不董耶！


現在好像有種要把風向推給獅子王傳播的。
問題是始作擁者是他嗎？
戰犯躲去那邊啦？
"
[問卦]噴藥時蟑螂在想什麼,2021/05/14,11:01:52,https://www.ptt.cc/bbs/Gossiping/M.1620990114.A.B72.html,ericayou,Gossiping,10,6,0,"每次水溝噴藥蟑螂都會出來群魔亂舞

會爬牆就算了

遇到比較頑強的還會飛起來

搞得公司女同事一直尖叫

只好到門口趕蟑螂


蟑螂在水溝看到藥噴下來時在想什麼
"
[問卦]消毒後一堆蟑螂衝出來的卦？,2021/05/14,16:09:22,https://www.ptt.cc/bbs/Gossiping/M.1621008564.A.B87.html,elite31307,Gossiping,5,1,0,"ㄎㄅ阿

消毒後家門前的水溝衝出一堆超巨大蟑螂

我家又是開放式店面 衝進至少10隻 又超大

這可以提出國賠嗎？

求償一點絕一條！

-
Sent from JPTT on my Realme RMX2083.
"
Re:[問卦]消毒後一堆蟑螂衝出來的卦？,2021/05/14,17:11:53,https://www.ptt.cc/bbs/Gossiping/M.1621012315.A.513.html,starlitfish,Gossiping,10,4,1,"跟你說這要注意

上次朋友工廠也在消毒 一堆蟑螂跑出來

消毒完後就在外面聊天

聊到一半忽有白白的物體在地上快速竄逃

因為本身有點觀念 白色會動的東西算很少見

原本是想抓的

但和他講話的阿婆一直靠腰

說那麼多蟑螂怎麼不打一打啦 哎唷

所以一時沒想太多就用腳踩死了

後來上網一查

白色的蟑螂是屬於有白化症的稀有個體

網路上一隻竟要價高達20萬

所以...自己注意一下有沒有20萬在地上跑吧


"
[問卦]1450現在要打什麼牌才可以轉風向?,2021/05/15,02:31:08,https://www.ptt.cc/bbs/Gossiping/M.1621045871.A.617.html,HowWhy99,Gossiping,52,25,6,"最近問題發生的越來越多

缺水、台鐵、警察、治安、缺電

再來最近的疫情

現在 1450 到底要打什麼牌才能轉移風向?
"
[問卦]為何風向洗給獅子王？,2021/05/15,02:35:33,https://www.ptt.cc/bbs/Gossiping/M.1621046135.A.4DD.html,jack5u06d93,Gossiping,47,17,5,"如題
人家只是去消費
解壓打炮一下
全台都在檢討獅子王
沒人檢討311的始作俑者
也沒人檢討機長

檢討一個嫖妓老人
為何風向球丟給他
"
[問卦]蟑螂在想什麼！？,2021/05/15,03:49:09,https://www.ptt.cc/bbs/Gossiping/M.1621050551.A.FDC.html,roygg,Gossiping,15,7,0,"這群賤種低薪蟑螂現在在想什麼！？

之前有任何反對意見都打成五毛、國民黨、4%

現在呢？

是要喊口號：民進黨守護台灣一年多？

那3+11是在幹你娘是不是？

國民黨十大建設豈不是可以100年？

是不是再見獵心喜，又能拿到追加預算的維穩經費？

有畜生的八掛嗎？
"
[問卦]都三級了網軍公關公司還有上班？,2021/05/15,05:19:19,https://www.ptt.cc/bbs/Gossiping/M.1621055961.A.E6E.html,sucksboy,Gossiping,13,6,0,"疫情嚴峻
雙北升三級警戒
但看八卦版
還是很多人很活躍很開心
想到瓜吉曾說過PTT只剩一種顏色的網軍
難道現在公關公司還照常上班嗎?
也太辛苦了吧~
"
[問卦]胖派蟑螂和暖派蟑螂哪派比較強？,2021/05/15,07:59:03,https://www.ptt.cc/bbs/Gossiping/M.1621065545.A.E85.html,Miralles,Gossiping,1,1,0,"胖派最近焦頭爛額，蟑螂竄動頻率達299.99%，進入準三級

暖派隔岸觀火到也開始燒了，同樣調高到準三級

講真

到底哪派的蟑螂比較強，能把主子送上下一屆蟑螂王的寶座呢？

肥肥你怎麼看？
"
[問卦]操你媽帶風向很好玩嗎？,2021/05/15,11:08:00,https://www.ptt.cc/bbs/Gossiping/M.1621076883.A.236.html,KillerD,Gossiping,288,44,152,"這兩三天看八卦版看到搖頭

事情發生就發生了

在那邊訕笑到處酸找戰犯獵巫帶風向

這些行為有助於疫情嗎

當務之急是大家要趕快團結起來守住吧

還有一直在推文裡貼政治圖的那些網軍

我才不管你哪一黨的

不覺得自己很悲哀嗎

再繼續說風涼話真的很低能

比低能卡還低能
"
[問卦]今天蟑螂特別多的八卦？？,2021/05/15,11:49:18,https://www.ptt.cc/bbs/Gossiping/M.1621079363.A.C9C.html,a520,Gossiping,6,1,2,"疫情爆發

蟑螂也知道外面很危險

主子不打疫苗

現在風向又跑到普篩

綠能發電又被講成垃圾發電

蟑螂超多隻被打臉

豪洨又噁心！！！！

有沒有蟑螂特別多的八卦？？？！

-
Sent from JPTT on my Samsung SM-G970F.
"
Re:[問卦]操你媽帶風向很好玩嗎？,2021/05/15,12:55:54,https://www.ptt.cc/bbs/Gossiping/M.1621083356.A.318.html,tigotigo5566,Gossiping,18,8,0,"https://i.imgur.com/JqzU8XP.jpg
所謂的「帶風向」是指這個吧

跟這個比起來

單純在網路上抱怨提出3+11的戰犯不為過吧。

有些人會說如果華航機師都遵守規定就不會爆開，所以提案的沒問題。

但拎北覺得這種說法真的是放他媽的狗屁。

台灣人違反規定是第一次嗎？機師違反規定是第一次嗎？

決策的人都不能預想到機師會違反規定嗎？

為什麼機師趴趴造那麼久才後知後覺，管理責任在哪？配套在哪？

這次的戰犯就民進黨政府啦，

扯那麼多。民進黨做錯就共體時艱，國民黨做錯就支那賤畜吃屎。

這種看顏色說話的態度真的噁心爆了。"
[問卦]有些人在網路帶風向比爛？,2021/05/15,14:55:20,https://www.ptt.cc/bbs/Gossiping/M.1621090524.A.585.html,Deja,Gossiping,13,5,2,"發現一件事
這兩天有些人在網路上強調
XX國每日確診XXX人
比起XX國，台灣防疫做得很好
這類的話

但，這次防疫破口是政府造成的
政府被批評不是很正常嗎？

為什麼這些人要出來帶風向比爛
有八卦嗎？



-
Sent from JPTT on my Google Pixel XL.
"
[問卦]把風向帶往罵機師是為了掩蓋背後的..嗎,2021/05/16,03:51:18,https://www.ptt.cc/bbs/Gossiping/M.1621137080.A.8AC.html,jacklyl,Gossiping,44,14,6,"發錢每10推100p


明明這次最大破口跟嚴重程度是在防疫旅館

但感覺一直有某種力量把輿論導向全部罵死機師


所以我就直接問了

把風向全面帶往罵死機師這個職業
相關論述在之前文有講過

1.九成機師守規矩，一成機師違規該罵該開除

2.防疫旅館諾富特病毒株才是這次最大破口

3.機師是制度下的人，
高薪、有話題、好罵
4.而真正更重要

執行、監督、訂定、經營防疫旅館制度的背後是誰

->神秘力量，沒人檢討，全力罵機師
毒旅館諾富特：

1.動線規劃不明
2.員工發病還可以趴趴走兩周
3.警覺性嚴重不足 跑去一般診所就診&不透漏職業
4.防疫旅館可以不消毒就讓新的人入住隔離
5.人員混雜 上班還能愛串門子不愛戴口罩聊天
6.最嚴重的一點：把防疫旅館搞成汙染區
在這種地方，關14天出去也沒用

在期間感染的剛好14天後出去傳染人
可以用這種方式想像：

大家應該很難想像有機師發燒 生病兩周
到處跟同事接觸 大家也都知道他生病

甚至也有同事機師也生病
結果全航空公司，沒有一個人想到應該要去採檢


而諾富特這家防疫旅館、毒旅館

從脈絡上就是發生了這麼扯的事情
，兩周。
於是：
房務人員同事中標、
外包水電沒上去過隔離區也中標
會發生這麼扯的事

就是防疫旅館的經營上沒有任何防線
(不消毒 生病不通報 不戴口罩串門子聊天 動線不管 隔離 關14天也沒用)
這不只是諾富特問題

全台灣接下來防疫旅館只會越來越多人住


如果繼續用這種

中央：防疫旅館是中央權責

地方：防疫旅館是地方權責


那接下來住進去的人可能自求多福不要住到毒旅館
諾富特不會白白病毒空降

所以一定是華航或是其他國家航空公司

在隔離期間把病毒帶進去


但這不就是防疫旅館該有的準備嗎

怎麼準備到最後會變成
不消毒 生病不通報 不戴口罩串門子聊天
動線不管 穿雨衣上陣 簡單行事搞出群聚案
第一時間
最早的印籍機師
新聞出來時
（有症狀自行服藥，去台北清真寺那位）

當時指揮中心還對諾富特的員工判斷
、
結果現在來看完全不適當
諾富特在那個時候早就已經爆了
感染源不明的房務主管是發病最早的人員之一
https://i.imgur.com/EKH8bgP.jpg
違規就是該罵，更該開除

這波違規的3+11亂跑的如果沒開除

我相信大部分的人包括我都不能夠接受






但背後的人呢..?

背後的人我舉例唷
雅高集團
，負責實際經營諾富特毒旅館的公司
華航：「諾富特旅館是華航委託雅高集團經營，合約載明說華航不能干涉營運、人事。」
，委託雅高集團經營諾富特的公司
至於其他背後有沒有人我就不敢問了
免得講錯話變政問
罵爆小小的機師職業

是為了掩蓋背後更不能被揪出來的....嗎？



有沒有八卦
"
[爆卦]國健署百萬菸捐聘格威帶Dcard電子煙風向,2021/05/16,04:08:19,https://www.ptt.cc/bbs/Gossiping/M.1621138106.A.ADA.html,tobetwob,Gossiping,49,12,16,"大家好，我是
菸草控制框架公約
(WHO FCTC) 無煙菸品授證學員 王郁揚。
https://i.imgur.com/XLzRZf0.jpg
https://i.imgur.com/vkJvK57.jpg
結論：國健署濫用百萬菸捐發標案帶網路風向，
結果只宣導電子煙負面資訊，完全漠視電子煙正面資訊。
政府等級 電子煙正面資訊全部不提，我提了，就抹黑我是電子煙商/菸商，有事嗎？
難怪有鄉民說：禁煙是門好生意 王郁揚怎麼跟瑞莎一起來亂呢
https://imgur.com/a/EQPBrQI
依照反對方邏輯，紐西蘭衛福部、加拿大政府、英國公共衛生局也是菸商/電子煙商。
反對方用粗暴的「二分法」，把我打成壞人，到底誰才是壞人，
歹戲拖棚，很膩，但很抱歉，目前大家也只能繼續吃爆米花看戲
。
紐西蘭衛福部 -電子煙戒菸 電視宣傳影片
https://youtu.be/a-oedlDD-ko
加拿大政府：電子煙幫助戒菸、傷害比傳統紙菸少，WHO FCTC菸草減害專家 王郁揚：
誠摯邀請衛福部、董氏基金會、反對醫師上公視有話好說直播辯論
https://youtu.be/vS9DMan38VE
英國公共衛生局(PHE)電子煙成果報告影片2018年
https://youtu.be/dpHVe4YeaSY
小秘密 - 立委助理跟學者透露：菸害防制法可能得等選舉完才會動。
國民健康署110年第1季辦理政策宣導之執行情形表
https://www.hpa.gov.tw/Pages/ashx/File.ashx?FilePath=~/File/Attach/14011/File_16300.pdf
上方連結縮網址：
https://reurl.cc/5oYyDR
截圖：
https://imgur.com/a/oe8sgLH
機關名稱：國民健康署
宣導項目、標題及內容：爸爸的小三篇版權展延、新興菸品宣導規劃(學生鄉民論壇規劃)
媒體類型：網路媒體
宣導期程：109/11/06、110/01/11-110/02/07
執行單位：菸害防制組第三科
(曾伯昌科長)
預算來源：基金預算
(菸品健康福利捐)
執行金額:75,000+925,000=
新台幣一百萬
受委託廠商名稱:
格威
得標公司詳細資料：
格威傳媒股份有限公司
GROWWW MEDIA CO., LTD.
https://www.twincn.com/item.aspx?no=11330555
統編 11330555
代表人 鄭儼驥
電話 :02-26278806
傳真 :02-26275856
臺北市內湖區陽光街321巷56號5樓
5F., NO.56, LN. 321, YANGGUANG ST., NEIHU DIST., TAIPEI CITY 11491, TAIWAN
核准設立

預期效益:版權展延至110年11月25日、曝光數超過1,000,000次、回文數超過100篇
刊登或託播對象：版權展延、
Dcard
Dcard執行成果：

你各位別抽啦！害人害己沒在開玩笑
閒聊 1月18日 14:01
https://www.dcard.tw/f/talk/p/235191788
截圖：
https://imgur.com/a/AyxhOz5
其他標案結果：

民視 「當心網路迷霧陷阱 遠離電子煙肺傷害」記者會
經費：132,600
效果：共露出於16家網路媒體、1家平面媒體及2家電視媒體
https://fb.watch/5wj_tgJ_zN/
菸害防制法修法攻防，未完待續......
to be continue
笑死，您腦袋中認知的EVALI資訊是誰提供的？

如果您有google 翻譯，可以直接看看下面我提供的
美國CDC官網
：
就會發現，裡面寫的東西，跟衛福部還有董氏跟那些反對卦醫師說的，有極大落差。

我就不打中文了，免得有一堆酸民酸我翻譯不精確，看不懂的請自己餵估狗。
https://reurl.cc/Agom43
Outbreak of Lung Injury Associated with the Use of E-Cigarette, or Vaping,
Products

Overview

Emergency department (ED) visits related to e-cigarette, or vaping, products
continue to decline, after sharply increasing in August 2019 and peaking in
September.

National and state data from patient reports and product sample testing show
tetrahydrocannabinol (THC)-containing e-cigarette, or vaping, products,
particularly from informal sources like friends, family, or in-person or
online dealers, are linked to most EVALI cases and play a major role in the
outbreak.
Vitamin E acetate is strongly linked to the EVALI outbreak.
Vitamin E acetate has been found in product samples tested by FDA and state
laboratories and in patient lung fluid samples tested by CDC from
geographically diverse states.
Vitamin E acetate has not been found in the lung fluid of people that do not
have EVALI.
Evidence is not sufficient to rule out the contribution of other chemicals of
concern, including chemicals in either THC or non-THC products, in some of the
reported EVALI cases.

CDC will continue to update guidance related to EVALI as appropriate."
[問卦]大學遠距現在風向是回家還是留宿舍,2021/05/16,04:23:19,https://www.ptt.cc/bbs/Gossiping/M.1621139001.A.DAB.html,R101,Gossiping,10,6,1,"安安如題啦
本魯雖然是4%柯韓粉
但還是有認識很多台派覺青
目前關於大學遠距教學有看到兩種風向
1.留宿舍，不要把病毒帶回南部
2.回家，宿舍交叉感染很危險

目前認識的三位覺青朋友
鼓吹留宿舍的留在宿舍
鼓吹回家的當然跑回去南部
但還有一個鼓吹留宿舍的但也回南部了

難得看到覺青台派們意見不合
所以現在的風向到底是要留宿舍還是回家呢
有沒有相關八卦"
[問卦]死不認錯的帶風向是不是比犯錯更壞的卦?!,2021/05/16,04:56:43,https://www.ptt.cc/bbs/Gossiping/M.1621141006.A.90A.html,bul,Gossiping,19,6,1,"死不認錯的帶風向是不是比犯錯更壞的卦?!

當昨天台灣本土案例突然暴增180例有哪些人或團體就開始帶風向了嗎?!

這些想轉移焦點的人或團體是不是有必要讓台灣人記住

還是能被原諒的就當沒事
"
[問卦]笑死只有八卦板風向跟其他地方不一樣,2021/05/16,05:45:49,https://www.ptt.cc/bbs/Gossiping/M.1621143954.A.975.html,d841129,Gossiping,281,107,78,"現在這是Dcard最近少數 按讚數破1萬的熱門文章

反觀只有八卦板 一味亂罵政府

還越罵越爽

殊不知 只有八卦板這個地方

風向跟其他地方不一樣
https://i.imgur.com/bfVINjW.jpg
https://i.imgur.com/KxBgtHS.jpg
https://i.imgur.com/RzVAJdb.jpg
https://www.dcard.tw/f/2019_ncov/p/235994182
不像反串耶"
Re:[問卦]笑死只有八卦板風向跟其他地方不一樣,2021/05/16,05:58:21,https://www.ptt.cc/bbs/Gossiping/M.1621144703.A.556.html,qazwsx0128,Gossiping,6,3,1,"既然你誠心誠意的發問了
那我就大發慈悲的告訴你
為了防止PTT鎖註冊讓網軍無法帶風向
為了維護皇城之內的和諧

貫徹蠢與雙標的覺醒網軍
可笑又無腦的反智綠腦
綠共，小粉綠

他們是因為PTT無法註冊改去其他地方帶風向的收錢網軍

綠畜，綠色的明天在等著我們
"
